index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
204;538;3903532;-10.667.819.999.999.900;-3.949.645;UNIDADE DE SAUDE DA FAMILIA DA TAPERA;RUA HIPOLITO GOMES DA SILVA;S/N;CENTRO;3274-1346;48840000.0;BA;Cansanção;2016;5;-106.636.829;-394.942.648;Av. Monte Santo, 550, Cansanção - BA, 48840-000, Brazil
205;577;2682451;-8.237.235.546.111.810;-3.605.006.933.212.170;UBS LAGOA DE PEDRA;SITIO MARIBONDO;S/N;SITIO MARIBONDO;( );55008000.0;PE;Caruaru;2016;5;-95.773.909;-363.058.392;Maribondo, AL, 57670-000, Brazil
207;783;2478242;-352.387.058.428.249;-403.421.348.648.012;CSF DE PADRE LINHARES MANOEL JOVINIANO CUNHA;PADRE LINHARES;S/N;DISTRITO;36431065;62140000.0;CE;Massapê;2016;5;-34.952.086;-40.511.582;Padre Linhares, Massapê - CE, 62140-000, Brazil
208;660;2008041;-95.024;-360.229.609;UNIDADE SAUDE DA FAMILIA SANTO ANTONIO;POVOADO SANTO ANTONIO;15;CENTRO;;57690000.0;AL;Atalaia;2016;5;-9.512.324.300.000.000;-360.088.778;Atalaia, AL, 57690-000, Brazil
210;796;2387107;-14.338.562.967.367.600;-40.909.289.639.225.700;USF DE CALDEIRAO DE NICOLAU;AVENIDA CENTRAL;S/N;DISTRITO;(77)34621052;45265000.0;BA;Caetanos;2016;5;0.0;0.0;Não encontrado
212;657;6576885;-9.390.081.167.220.800;-3.798.913.478.851.200;UNIDADE BASICA DE SAUDE DESVIO;GUARARAPES;S/N;DESVIO;;57480000.0;AL;Delmiro Gouveia;2016;5;-9.385.759.499.999.990;-379.990.194;Delmiro Gouveia, State of Alagoas, 57480-000, Brazil
213;561;2445271;-138.074.071.461.679;-413.109.815.271.264;USF DA LAGE;POVOADO LAGOA DA LAGE;S/N;LAGE;(77)2292227;46640000.0;BA;Ituaçu;2016;5;-139.728.978;-414.318.711;Ituaçu - State of Bahia, 46640-000, Brazil
217;718;5597285;-814.566.557.729.576;-407.966.219.288.235;PS SERRA NOVA;SERRA NOVA;S/N;ZONA RURAL;(89)34970005;64753000.0;PI;Betânia do Piauí;2016;5;-81.441.727;-407.992.764;Betânia do Piauí, PI, 64753-000, Brazil
221;640;3285340;-10.505.661.554.543.800;-403.188.209.870.999;P S DE CURRAL DA PONTA PSF OSEAS MANOEL DA SILVA;POV DE CURRAL DA PONTA;1;CENTRO;;44790000.0;BA;Campo Formoso;2016;5;-104.534.216;-403.159.472;Unnamed Road, Campo Formoso - BA, 44790-000, Brazil
222;506;4021053;-10.792.325.783.411.500;-375.684.292.045.339;US DA FAMILIA HELIO MECENAS;RUA PROFESSOR IVANILDES S SANTOS;51;CENTRO;(79)455 1280;49525000.0;SE;São Domingos;2016;5;-107.902.664;-37.568.303;São Domingos - State of Sergipe, Brazil
224;501;2611880;-1.068.798;-3.742.497;UNIDADE PSF CS SOUTO DINIZ;AV OTONIEL DOREA;534;CENTRO;(79)3431 4287;49500139.0;SE;Itabaiana;2016;5;-106.853.457;-374.327.636;Av. Otoniel Dória, 534 - Centro, Itabaiana - SE, 49500-000, Brazil
229;449;6562515;-12.418.763.186.516.100;-41.768.201.241.090.400;ESFB BAIXAO VELHO;POVOADO BAIXAO VELHO;S/N;ZONA RURAL;7533312211;46900000.0;BA;Seabra;2016;5;-12.65;-41.866.667;Baixão, Seabra - BA, 46900-000, Brazil
230;670;6136184;-511.573.926.436.997;-43.818.181.795.106.100;UNIDADE DE SAUDE DA FAMILIA SANTA MARIA;POVOADO SANTA MARIA;S/N;ZONA RURAL;;65615000.0;MA;São João do Soter;2016;5;-51.141.746;-438.096.955;São João do Soter, MA, 65615-000, Brazil
233;689;4029585;-13.442.426.657.155.100;-42.240.648.777.677;CENTRO DE SAUDE DE PARAMIRIM;AV DR AURELIO JUSTINIANO ROCHA;10;CENTRO;(77)3471-3437;46190000.0;BA;Paramirim;2016;5;-134.409.964;-422.389.653;R. Dezoito de Setembro, 10, Paramirim - BA, 46190-000, Brazil
235;677;6159095;-121.074.412.645.138;-45.803.405.602.471.200;USF OSWALDO CRUZ;RUA ITABUNA QD 118;S/N;CIDADE SANTA CRUZ;3628-5710;47850000.0;BA;Luís Eduardo Magalhães;2016;5;-121.050.971;-458.035.567;R. Itabuna, 1278 - Bairro Santa Cruz, Luís Eduardo Magalhães - BA, 47850-000, Brazil
237;521;6468993;-162.325.143.814.082;-449.690.151.214.587;UNIDADE BASICA DE SAUDE ROMANA DOS SANTOS SANTA ROSA;POVOADO SANTA ROSA;S/N;ZONA RURAL;;65270000.0;MA;Bacuri;2016;5;38.440.429;-1.227.140.548;Santa Rosa, CA, USA
238;610;2307464;-523.698.091.506.943;-43.868.794.441.221.800;UNIDADE MISTA DO POVOADO SAO PAULO;RUA GRANDE;S/N;CENTRO;(98)5691036;65783000.0;MA;Senador Alexandre Costa;2016;5;-52.574.092;-440.554.893;Senador Alexandre Costa - State of Maranhão, Brazil
244;701;2368684;-663.542.032.241.802;-41.430.881.023.405.700;PS DO POVOADO CONCEICAO;RUA FRANCISCO ISIDORIO DAS CHAGAS;S/N;ZONA RURAL;;64635000.0;PI;São João da Canabrava;2016;5;-68.124.305;-413.418.529;São João da Canabrava, PI, 64635-000, Brazil
245;457;2721899;-9.884;-36.829;UNIDADE DE SAUDE DA FAMILIA CANAFISTULA CIPRIANO;POV CANAFISTULA DO CIPRIANO;S/N;ZONA RURAL;(82)5201418;57360000.0;AL;Girau do Ponciano;2016;5;-97.939.252;-367.936.321;Unnamed Road, 57360-000, Girau do Ponciano - AL, Brazil
246;665;2457474;-642.036.080.360.394;-428.795.742.988.574;UNIDADE BASICA DE SAUDE CARAIBAS DO NORTE;POVOADO CARAIBAS DO NORTE;S/N;POVOADO CARAIBAS;(98)2911177;65650000.0;MA;São Francisco do Maranhão;2016;5;-64.144.314;-428.829.023;Caraíba do Norte, São Francisco do Maranhão - MA, 65650-000, Brazil
255;686;2421321;-107.970.295.089.519;-371.605.681.986.739;UNIDADE DE SAUDE DA FAMILIA JOSE ROSA FELIPE;RUA NOVA;1;POV PEDRA BRANCA;(79)2811539;49170000.0;SE;Laranjeiras;2016;5;-107.857.462;-3.715.421;Rod. p/ Pedra Branca, Laranjeiras - SE, 49170-000, Brazil
258;426;2368846;-416.821.558.232.068;-428.931.666.492.627;PSF HAMILTOM AZEVEDO;AV JOSE DE DEUS LACERDA;S/N;CENTRO;(86)32441165;64130000.0;PI;Miguel Alves;2016;5;-41.693.677;-428.923.522;Av. José de Deus Lacerda, Miguel Alves - PI, 64130-000, Brazil
259;759;6157017;-328.380.703.926.077;-456.489.443.778.978;POSTO DE SAUDE DA VILA AMORIM 02;VILA AMORIM;S/N;VILA AMORIM;9836554551;65365000.0;MA;Zé Doca;2016;5;-3.284.224;-456.538.236;Av. da Tecnologia, 215 - Vila Amorim, Zé Doca - MA, 65363-000, Brazil
260;651;2366630;-6.182.320.117.950.250;-427.033.853.530.871;PS PIRANHAS;POV PIRANHAS;S/N;PIRANHAS;;64410000.0;PI;Angical do Piauí;2016;5;-61.032.883;-427.662.325;Angical do Piauí - State of Piauí, Brazil
261;664;5353424;-12.120.366.096.496.100;-413.242.363.929.737;UNIDADE DE SAUDE DA FAMILIA BOTAFOGO;POVOADO DE BOTAFOGO;99;ZONA RURAL;75 9 9914-4847;46820000.0;BA;Bonito;2016;5;-119.475.289;-413.209.993;Bonito - State of Bahia, Brazil
263;586;2562413;-37.679.135.799.406.800;-38.656.296.730.040.300;U A P S SERGIO RODRIGUES TEIXEIRA;AVENIDA D;S/N;N METROPLE;996336511;61658080.0;CE;Caucaia;2016;5;-37.692.267;-386.561.585;Terminal N. Metrópole - R. Duzentos e Cinqüenta e Quatro - Nova Metrópole, Caucaia - CE, 61658-070, Brazil
264;29449;2459841;-452.122.807.502.733;-444.679.141.044.604;CENTRO DE SAUDE DR PAULO BOGEA;RUA NEWTON BELLO;914;CENTRO;(99)36461160;65728000.0;MA;Lima Campos;2016;5;-4.521.197;-444.677.123;Av. Newton Bello, 914, Lima Campos - MA, 65728-000, Brazil
265;614;2713705;-791.293;-34.902.409.999.999.900;USF TIMBO;RUA CARLOS GOMES;425;TIMBO;(81)35412654;53520130.0;PE;Abreu e Lima;2016;5;-7.912.176.099.999.990;-349.049.357;R. Carlos Gomes, 425 - Timbó, Abreu e Lima - PE, 53520-130, Brazil
267;725;6119476;-10.999.095.439.910.600;-373.937.058.448.781;POSTO DE SAUDE DO POVOADO CHAN;POVOADO CHAN;S/N;ZONA RURAL;;49120000.0;SE;Itaporanga d'Ajuda;2016;5;-109.989.892;-373.130.498;Itaporanga d'Ajuda - State of Sergipe, Brazil
270;720;4014774;-618.807.175.929.035;-350.926.003.671.736;UBS PIPA;AVENIDA BAIA DOS GOLFINHOS;S/N;PIPA;(84) 32464304;59178000.0;RN;Tibau do Sul;2016;5;-6.233.780.299.999.990;-350.451.447;Av. Baía dos Golfinhos, Tibau do Sul - RN, Brazil
273;615;2380560;-64.140.281.424.327.300;-38.386.420.375.103;CENTRO DE SAUDE DA VILA SAO BERNARDO;VILA SAO BERNARDO;S/N;ZONA RURAL;;59940000.0;RN;Luís Gomes;2016;5;-64.062.835;-383.902.094;Luís Gomes, RN, 59940-000, Brazil
274;550;2631938;-895.064;-3.741.895;UNIDADE DE SAUDE DA FAMILIA JOSE MIGUEL DO AMARAL;RUA DO COMERCIO;S/N;CENTRO;;56550000.0;PE;Itaíba;2016;5;-8.947.218.099.999.990;-374.229.091;Praca Francisco Martins - s/n, Itaíba - PE, 56550-000, Brazil
279;639;3698580;-566.105.961.799.605;-36.607.153.415.678.800;PROGRAMA SAUDE DA FAMILIA 05;RAIMUNDO MIGUEL DA CUNHA;105;ALTO DA ALEGRIA;(84)35313954;59515000.0;RN;Angicos;2016;5;-56.644.463;-366.072.724;R. Raimundo Miguel da Cunha, 105, Angicos - RN, 59515-000, Brazil
282;745;2510995;-12.772.851.771.232;-39.521.140.056.174.300;USF DE CAMPO ALEGRE;POVOADO DE CAMPO ALEGRE;S/N;ZONA RURAL;;44590000.0;BA;Santa Teresinha;2016;5;-12.8;-39.633.333;Campo Alegre, Santa Teresinha - BA, 44590-000, Brazil
283;441;3356329;-702.405;-3.793.776;UNIDADE DE SAUDE DA FAMILIA PSF I;R LOCULTOR VALDEREDO ROMAO;S/N;CABO BRANCO;(83)34331435;58770000.0;PB;Coremas;2016;5;-70.227.197;-379.418.252;Av. Locutor Valderedo Romao de Oliveira - Cabo Branco, Coremas - PB, 58770-000, Brazil
287;461;2798743;-57.421.267.032.621.500;-352.435.183.525.075;USF POMPEIA;AV GOV ANTONIO MELO DE SOUZA;2405;PAJUCARA;32328184;59123030.0;RN;Natal;2016;5;-57.424.807;-352.456.105;Av. Gov. Antônio de Melo e Souza, 2405 - Redinha, Natal - RN, 59123-415, Brazil
291;787;2386348;-13.071.016.073.226.400;-39.958.906.173.704.900;UNIDADE DE SAUDE DA FAMILIA EROTILDES RIBEIRO NOVAES;RUA DA TORRE;S/N;POVOADO DO KM100;(75)36542260;45325000.0;BA;Brejões;2016;5;-130.749.412;-39.956.731;Estr. Km 100 | Brejões, Brejões - BA, 45325-000, Brazil
292;709;2309734;-35.853.624.343.871.000;-428.851.747.512.805;UBSF DO CORRENTE;POVOADO CORRENTE;S/N;POVOADO CORRENTE;(98) 4721012;65520000.0;MA;Brejo;2016;5;-3.395.138;-4.270.618;Povoado Gengibre, 65540-000, Santa Quitéria do Maranhão - MA, Brazil
293;693;2423340;-100.852.453.708.646;-369.502.401.351.918;UNID SAUDE DE FAMILIA POVOADO BORDA DA MATA;POVOADO BORDA DA MATA;S/N;POVOADO;;49880000.0;SE;Canhoba;2016;5;-100.858.106;-369.488.027;Povoado Borda da Mata, Canhoba - SE, 49880-000, Brazil
297;716;5308852;-123.098.630.947.299;-445.394.417.829.141;UNIDADE DE SAUDE DA FAMILIA SENHOR DO BOMFIM;AV CASTELO BRANCO;S/N;CENTRO;77 36172200;47830000.0;BA;Baianópolis;2016;5;398.197.117;-74.964.662;6000 Castelo Branco, Portugal
298;607;2726254;-38.893.425.464.629;-385.978.460.311.878;UBSF JOSE BATISTA LEANDRO;RUA TOPAZIO;S/N;ALVORADA;3451291;61810220.0;CE;Pacatuba;2016;5;-38.899.979;-3.859.361.940.000.000;R. Topazio - Sen. Carlos Jereissati, Pacatuba - CE, 61800-000, Brazil
300;728;7205562;-89.955;-4.027.623;ESTRATEGIA DE SAUDE DA FAMILIA ESF 07;RUA PROJETADA;S/N;MORADA NOVA;87 38699068;56395000.0;PE;Lagoa Grande;2016;5;-5.097.983;-383.705.722;Morada Nova - State of Ceará, Brazil
301;548;2371901;-65.405.130.386.350.500;-3.990.637.779.235.720;CENTRO DE SAUDE DE SABOEIRO;RUA AMELIA LIMA BRAGA;3;CENTRO;3526-1722;63590000.0;CE;Saboeiro;2016;5;-6.539.749;-399.048.535;R. Amélia Lima Braga, Saboeiro - CE, 63590-000, Brazil
306;515;2005581;-9.666;-35.735;CENTRO DE SAUDE SAO VICENTE DE PAULA PINHEIRO 3 DS;TRAVESSA NATAL;S/N;PINHEIRO;(82)33155437;57055670.0;AL;Maceió;2016;5;-9.638.908.299.999.990;-357.405.065;R. Ricardo Cesar de Melo, S/N - Pinheiro, Maceió - AL, 57050-330, Brazil
307;472;5831113;-138.120.675.086.971;-4.129.908.800.125;USF DA SEDE 2;PRACA JOSE ANISIO DOS ANJOS E SILVA;S/N;CENTRO;;46640000.0;BA;Ituaçu;2016;5;-138.111.012;-413.006.618;Ituaçu, State of Bahia, 46640-000, Brazil
312;475;2404400;-4.479.417.800.903.190;-414.674.448.966.968;PSF GOIABEIRA;LOCALIDADE GOIABEIRA;S/N;ZONA RURAL;;64255000.0;PI;Pedro II;2016;5;0.0;0.0;Não encontrado
313;407;3383571;-135.099.542.140.957;-4.267.583.370.208.620;UNIDADE BASICA DE SAUDE DA FAMILIA DA COMUNIDADE MURICI;COMUNIDADE DE MURICI;S/N;ZONA RURAL;(77) 36951226;46580000.0;BA;Tanque Novo;2016;5;-135.087.166;-426.748.676;Murici - murici, Tanque Novo - BA, 46580-000, Brazil
314;770;2301199;-17.537.749.881.681.000;-397.445.176.868.085;PSF CASTELINHO;RUA PAU SANGUE;67;CASTELINHO;;45989061.0;BA;Teixeira de Freitas;2016;5;-175.400.147;-397.119.577;R. Pau Sangue, 67 - Castelinho, Teixeira de Freitas - BA, 45996-650, Brazil
315;623;2415194;-723.175.278.993.044;-394.083.902.977.886;POSTO DE SAUDE MARIA MENINO DE SOUSA CEMIC;TRAVESSA SANTANA DO CARIRI;S/N;SEMINARIO;;63113520.0;CE;Crato;2016;5;-72.283.138;-39.418.657;R. Santana do Cariri - Seminário, Crato - CE, Brazil
316;476;5149789;-10.641.342.401.504.100;-388.227.438.926.685;UNIDADE DE SAUDE DA FAMILIA DE LAGOA DO MATO;POVOADO LAGOA DO MATO;S/N;LAGOA DO MATO;;48830000.0;BA;Quijingue;2016;5;-60.460.518;-435.266.628;Lagoa do Mato, MA, 65683-000, Brazil
317;704;5235332;-68.084.485;-350.788.522.259.515;UNIDADE DE SAUDE DA FAMILIA DAS PALMEIRAS;RUA DO PATRICIO;S/N;CENTRO;(83)2912701;58297000.0;PB;Rio Tinto;2016;5;-6.791.370.199.999.990;-35.067.874;Rio Tinto - State of Paraíba, 58297-000, Brazil
318;703;3507939;-124.001.884.013.071;-38.755.556.916.441.700;USF DO CAMPO ALEGRE;RUA TANCREDO NEVES;0;CAMPO ALEGRE;(75)32422197;44230000.0;BA;Amélia Rodrigues;2016;5;-123.979.725;-38.753.297;R. Tancredo Neves, Amélia Rodrigues - BA, Brazil
320;557;2560968;-636.055.472.004.591;-392.999.056.781.645;UNIDADE DE PSF JARDIM OASIS;RUA SILVIO AMARO;468;JARDIM OASIS;;63507235.0;CE;Iguatu;2016;5;-6.358.753.399.999.990;-393.099.051;R. Sílvio Amaro, 303 - Jardim Oásis, Iguatu - CE, 63500-000, Brazil
325;960;2610647;-624.279.878.368.761;-389.135.959.845.487;POSTO DE SAUDE DE SAO GERALDO;RUA DO CAMPO;S/N;SAO GERALDO;88 35841239;63520000.0;CE;Orós;2016;5;-5.316.667;-379.166.669;São Geraldo, Tabuleiro do Norte - CE, 62960-000, Brazil
332;1118;2592355;-722.497.264.854.926;-377.526.855.285.604;ESF I PARTEIRA MARCIONILA AVELINO LEITE;RUA LAURINDO JOSE DA COSTA;S/N;UMBUZEIRO;(83)4831042;58760000.0;PB;Olho d'Água;2016;5;-72.275.952;-377.452.838;R. Laurindo José da Costa, Olho d'Água - PB, 58760-000, Brazil
333;1014;2315181;-7.997.900.780.174.420;-35.213.726.736.211;PSF SANTA LUZIA;RUA FERNANDES VIEIRA;10;CENTRO;(81) 3581-1406;55835000.0;PE;Chã de Alegria;2016;5;-79.984.863;-352.118.528;R. Fernandes Vieira, 10 - Cruzeiro, Chã de Alegria - PE, 55835-000, Brazil
336;1165;2713764;-79.008;-3.490.775;USF ALTO SAO MIGUEL;RUA MURICI;S/N;ALTO SAO MIGUEL;;53550080.0;PE;Abreu e Lima;2016;5;-7.900.775;-349.082.621;R. Murici - Alto São Miguel, Abreu e Lima - PE, 53565-140, Brazil
338;1189;2310643;-5.495.878.458.022.910;-46.927.886.009.214.800;UBS ANTONIO CAETANO REGO;AVENIDA PRINCIPAL;S/N;POV PINDAREZINHO;( );65923000.0;MA;Amarante do Maranhão;2016;5;-5.497.732;-469.242.978;Pindarezinho, Amarante do Maranhão - MA, 65923-000, Brazil
345;1054;2492857;-127.390.766.143.795;-38.615.548.610.686.100;UNIDADE DE SAUDE DA FAMILIA DO BARBEIRINHO;RUA DO BARBEIRINHO;S/N;CENTRO;(71)36044371;42600000.0;BA;Madre de Deus;2016;5;-127.397.672;-386.156.019;R. Barbeirinho, Me. de Deus - BA, 42600-000, Brazil
350;1181;7362021;-4.813;-45.33;UNIDADE BASICA DE SAUDE SINDO II;POVOADO;S/N;ZONA RURAL;;65718000.0;MA;Lagoa Grande do Maranhão;2016;5;-4.813.333;-4.532.194.399.999.990;Lagoa Grande do Maranhão, MA, 65718-000, Brazil
355;871;7494491;-487.923.138.965.291;-378.805.160.522.461;UNIDADE BASICA DE SAUDE NOSSA SENHORA DE FATIMA;TV RAIMUNDO MACIEL PEREIRA;S/N;NOSSA SENHORA DE FAT;;62900000.0;CE;Russas;2016;5;-49.426.841;-379.695.766;Tv. Raimundo Maciel Pereira - Vila Gonçalves, Russas - CE, 62900-000, Brazil
358;1036;2315505;-869.769.573.211.645;-35.664.389.133.452.200;PSF ENGENHO LAJEDO;ENGENHO LAJEDO;S/N;ZONA RURAL;;55540000.0;PE;Palmares;2016;5;-8.7;-356.666.669;Lajedo, Palmares - PE, 55540-000, Brazil
359;1129;5396484;-808.562.636.375.404;-349.835.801.124.563;USF CURADO I;RUA QUINZE;S/N;CURADO I;81 3452-2402;54210190.0;PE;Jaboatão dos Guararapes;2016;5;-8.083.938.999.999.990;-349.829.926;R. Quinze - Curado I, Jaboatão dos Guararapes - PE, Brazil
362;1109;2771551;-127.751.199.192.362;-389.188.814.371.553;UNIDADE DE SAUDE DA FAMILIA DE SAO ROQUE DO PARAGUACU I;RUA DAS FLORES;S/N;ZONA RURAL;;44420000.0;BA;Maragogipe;2016;5;-127.774.012;-389.211.456;Maragogipe - State of Bahia, Brazil
363;858;3563987;-8.989.032.117.973.530;-39.908.081.018.943;USF LOTEAMENTO ADOLFO VIANA DE CASTRO;RUA PARAIBA;20;LOTEAMENTO ADOLFO VI;(74) 3531-1423;48930000.0;BA;Curaçá;2016;5;-9.268.144.999.999.990;-39.734.338;Curaçá - State of Bahia, Brazil
365;1195;2311151;-223.004.758.554.865;-46.149.508.953.094.500;UNIDADE DE SAUDE DO LIMAO;RUA DO COMERCIO;S/N;ZONA RURAL;98 33241011;65299000.0;MA;Centro Novo do Maranhão;2016;5;-21.515.813;-461.222.114;R. do Comercio, Centro Novo do Maranhão - MA, 65289-000, Brazil
366;1099;1317;-8.019.021.749.496.220;-34.926.159.381.865.300;US 120 CS MARIO MONTEIRO MELO;RUA NOVA DESCOBERTA;99;NOVA DESCOBERTA;(81) 33554385;52090003.0;PE;Recife;2016;5;-80.189.994;-349.263.347;R. Nova Descoberta, 99 - Nova Descoberta, Recife - PE, 52090-000, Brazil
367;1004;3742296;-15.264.247.655.868.000;-394.170.141.220.081;USF ARATACA II;RUA DA MATERNIDADE;100;SAO DOMINGOS;(73)36731277;45695000.0;BA;Arataca;2016;5;-114.599.232;-395.277.427;São Domingos - State of Bahia, Brazil
369;1100;2351897;-746.316.075.324.991;-372.745.299.339.284;ESF ARLINDO LEITE LOPES PLANALTO;AVENIDA ADALBERTO VERAS;100;PLANALTO;;56700000.0;PE;São José do Egito;2016;5;-7.465.999.500.000.000;-372.752.789;R. Adalberto Veras, 100, São José do Egito - PE, 56700-000, Brazil
370;1065;2351366;-75.592.318.548.671.600;-349.983.762.971.528;PSF DE CATUAMA;RUA DA PRAIA;80;DISTRITO DE CATUAMA;(81)36260263;55900000.0;PE;Goiana;2016;5;-76.550.805;-348.245.519;Goiana - State of Pernambuco, Brazil
373;1089;2372053;-387.696.445.102.036;-386.244.186.465.865;UBS SENADOR FERNANDES TAVORA;AV CONTORNO SUL;12;INDUSTRIAL;(85)3392-8070;61925210.0;CE;Maracanaú;2016;5;-38.419.399;-385.853.346;Av. Contôrno Sul, 12 - Industrial, Maracanaú - CE, 61925-030, Brazil
374;897;2412667;-14.225.331.544.875.600;-427.553.987.503.039;UBS DR JOSE FRANCISCO M NUNES;RUA DR JOSE FRANCISCO M NUNES;S/N;BEIJA FLOR;(77)4518029;46430000.0;BA;Guanambi;2016;5;-142.170.215;-427.710.658;R. DR.José Humberto Nunes, Guanambi - BA, 46430-000, Brazil
378;913;4026268;-117.552.498.736.675;-39.188.716.305.461.800;UNIDADE SAUDE DA FAMILIA HELENA SANTIAGO;RUA MARIA CARNEIRO DA SILVA;331;CENTRO;(75) 36842108;48725000.0;BA;Ichu;2016;5;-117.435.042;-391.908.795;Ichu, State of Bahia, 48725-000, Brazil
382;990;2638304;-812.412;-35.333.529.999.999.900;U S F CAJUEIRO;RUA 5;100;CAJUEIRO;(81)35231111;55606360.0;PE;Vitória de Santo Antão;2016;5;-81.242.948;-353.352.759;R. Cinco, 100 - Cajueiro, Vitória de Santo Antão - PE, 55614-200, Brazil
384;815;2387719;-10.667.824.099.999.900;-39.496.453.499.999.900;UNIDADE BASICA DE SAUDE SENHORA SANTANA;RUA LUIZ GOMES BURAQUEIRA;S/N;CENTRO;(75)3274-1346;48840000.0;BA;Cansanção;2016;5;-106.704.643;-394.996.155;R. Luís São Gomes Buraqueira, Cansanção - BA, 48840-000, Brazil
385;970;7481020;-6.154.000.717.948.610;-35.435.441.136.360.200;UBS CONJUNTO CRESCER;CONJUNTO PROJETO CRESCER;S/N;ZONA RURAL;;59244000.0;RN;Lagoa de Pedras;2016;5;-61.944.523;-354.562.795;Lagoa de Pedras - State of Rio Grande do Norte, Brazil
386;1088;1082;-811.976.552.009.559;-349.478.530.883.779;US 104 CS SEBASTIAO IVO RABELO;AV CAMPINA GRANDE;S/N;COHAB;(81) 33554444/4445;51290040.0;PE;Recife;2016;5;-81.196.439;-349.472.473;Av. Campína Grande - COHAB, Recife - PE, Brazil
387;898;4025997;-12.879.106.145.324.100;-424.912.287.412.418;UNIDADE BASICA DE SAUDE EDSON QUINTEIRO;PC DOS CARNEIROS;S/N;CENTRO;77-3674-2017;46540000.0;BA;Ibipitanga;2016;5;-128.829.163;-424.872.441;Praça dos Carneiros, Ibipitanga - BA, 46540-000, Brazil
390;980;2470489;-14.783.016.443.252.000;-39.284.126.758.574.200;UBS ROBERTO SANTOS;TRAV ROBERTO SANTOS;S/N;SANTO ANTONIO;(73)2128581;45602380.0;BA;Itabuna;2016;5;-147.830.258;-392.840.977;R. Santos Dumont, 11 - Santo Antônio, Itabuna - BA, 45602-275, Brazil
391;932;7760825;-68.618.908.534.105;-398.721.796.274.185;POSTO DE SAUDE AGNELO ALVES MOREIRA;RUA 101;100;CONJUNTO HABITACIONA;;63140000.0;CE;Assaré;2016;5;-6.875.198.500.000.000;-398.715.949;Assaré - State of Ceará, Brazil
392;985;2470500;-147.775.447.368.618;-39.276.809.692.381.700;UBS DILSON CORDIER;LOTEAMENTO MONTE CRISTO;S/N;SAO ROQUE;(73)6137089;45600200.0;BA;Itabuna;2016;5;-148.025.699;-3.926.770.399.999.990;R. São Roque, Itabuna - BA, 45606-045, Brazil
395;998;2414066;-11.008.722.210.369.300;-424.011.571.242.595;UNIDADE DE SAUDE DA FAMILIA DA SEDE;PRACA DO HOSPITAL;25;CENTRO;(74)644-1164;47440000.0;BA;Itaguaçu da Bahia;2016;5;-110.151.021;-42.400.054;PRACA DO HOSPITAL, 15 - CENTRO, Itaguaçu da Bahia - BA, 47440-000, Brazil
397;1200;2422638;-103.771.018.981.931;-371.502.900.123.585;UNIDADE BASICA DE SAUDE MARIA GENOLE DE MOURA;POVOADO FORTE;S/N;ZONA RURAL;(79) 33621267;49660000.0;SE;Cumbe;2016;5;-103.524.105;-371.849.592;Cumbe, SE, 49660-000, Brazil
398;1037;6976425;-151.017.918.174.266;-400.848.627.090.454;;;;;;;BA;Caatiba;2016;5;-149.789.473;-404.107.716;Caatiba - State of Bahia, Brazil
402;1031;2450313;-753.744.503.506.045;-460.352.897.644.043;POSTO DE SAUDE POVOADO FERREIRA;POVOADO FERREIRA;S/N;ZONA RURAL;;65800000.0;MA;Balsas;2016;5;-49.609.498;-452.744.159;State of Maranhão, Brazil
403;886;4025679;-10.738.464.109.935.200;-40.137.826.876.783.700;UNIDADE BASICA DE SAUDE DA FAMILIA DE AROEIRA;POVOADO DE AROEIRA;S/N;FAZENDA;(74)35512724;44775000.0;BA;Filadélfia;2016;5;-107.429.119;-401.329.774;Filadélfia - State of Bahia, Brazil
404;1059;2410613;-5.694.898.366.927.940;-3.552.695.274.352.920;UBS PRIMEIRA LAGOA;RUA SAO SEBASTIAO;S/N;ZONA RURAL;(84)3228 9071;59570000.0;RN;Ceará-Mirim;2016;5;-56.383.674;-354.285.245;R. São Sebastião, Ceará-Mirim - RN, 59570-000, Brazil
406;1028;2653362;-12.980.797.290.801.500;-38.488.905.429.839;UBS MAJOR COSME DE FARIAS;RUA DIRETA DE COSME DE FARIAS;S/N;COSME DE FARIAS;(71) 3611-2963;40050002.0;BA;Salvador;2016;5;-129.802.989;-384.913.818;R. Cosme de Farias - Brotas, Salvador - BA, 40255-205, Brazil
407;1120;7286139;-4.131;-38.236;UBASF DO TIJUCUSSU;TIJUCUSSU;S/N;TIJUCUSSU;;62850000.0;CE;Cascavel;2016;5;-40.760.422;-382.474.479;Cascavel - State of Ceará, 62850-000, Brazil
408;916;3531562;-137.679.764.775.292;-42.717.879.807.498.800;UNIDADE DE SAUDE DA GAMELEIRA;POVOADO DA GAMELEIRA;S/N;ZONA RURAL;(77)34601142;46490000.0;BA;Igaporã;2016;5;-13.875.646;-426.684.924;Igaporã - State of Bahia, Brazil
410;919;2322501;-7.671.053.615.147.040;-3.688.027.614.573.200;UBSF MARIA DAS NEVES NOGUEIRA ESF II;RUA FRANCISCO BRAZ;S/N;VARZEA REDONDA;(83)33532111;58540000.0;PB;Sumé;2016;5;0.0;0.0;Não encontrado
